ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.160465955873761,195.7123379491982,22636.785632043167,7.235746306741727,336.79406698184965,424.3967110624825,14.376177679199452,68.1058881360555,3.991681223705017,1
7.187737899875428,193.20223730395188,21263.028076117676,7.1174089378670535,333.997160944982,430.1634045281624,14.206927921163981,64.80770250970735,3.957064007843658,0
5.400301780729467,140.7390622511396,17266.593421923077,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0
7.0789133781673135,196.8865577763817,21539.18567904486,7.104866681832216,335.22340550387344,429.40033278669665,14.34426136161994,65.28976477687931,3.909316942536176,0
7.052283062757086,194.97152270548239,21659.46872652809,7.10179014070104,335.66990339259075,425.62082184799186,14.10079363454246,66.17850434453167,3.989340449303983,0
7.163458093499704,195.74967602429786,22395.70776096773,7.261155845677367,333.2472127276514,423.4813458178976,14.289909433763347,67.94182261304856,4.011314309499355,1
6.884981084419804,138.44011074446098,14893.206395811962,9.68643479820874,319.13499052518404,286.92155809604844,14.184036095168665,54.55907655025769,4.584319179768512,1
7.035040400853566,196.3339225357995,21248.890578173246,7.1168682928941704,335.2842777002348,428.5299968563981,14.170943769812853,65.94963976209489,3.9495112823308878,0
7.041583568128548,194.54520044930106,22289.608325742378,7.348172389274475,335.55735889109644,427.5790161067199,14.382701091225847,67.45449820862153,4.01139347958912,1
9.519659984470318,204.08094513246093,17258.188354998932,6.154072581466943,310.71629355538414,395.6985381563546,17.061389471896575,44.27337877453159,3.99455613628636,0
7.197123417926572,195.36197092038518,21272.265852795488,7.223055879828641,334.7245786518991,428.5247713385709,14.481839968108128,67.55257769789891,3.9155924648206795,0
7.176221636160759,197.2272258563985,22426.133386532627,7.088845453082443,328.7680113370062,424.3790656487732,14.570337714127417,65.24033027771469,4.005229223793208,1
7.145275504241377,195.20390769094578,21537.21452746559,7.156452319732381,334.269882925742,431.54192920352784,14.283641656634627,66.66225673129955,4.006770185835514,0
7.140511882731645,195.725431954718,21443.442000971085,7.120157455668935,334.1655598774104,420.83254481927463,14.518827872685032,66.3481858820998,3.967506920333629,0
7.011412741127832,198.57400541676688,21301.053584740268,6.924760696902353,337.04973457307864,430.19901323823524,14.251315101056187,64.94859112233321,3.9619298346092875,0
7.061724859973646,195.84097679448854,22108.09131778935,7.239844166170522,334.92118248094744,427.9821699369667,14.38193439043339,67.43193751213678,4.062887820426842,1
3.72250048593372,163.63974692058176,37962.16799126102,6.6845702741913415,326.69401786030267,467.5629728711818,14.567268860188278,50.57797909828098,3.662837731991359,0
7.0772604995706265,194.5605664135967,22719.95532382644,7.033982742483591,330.651472757426,421.68008574262785,14.494378973232886,66.1649300182115,4.0447179625465814,1
7.122343772784499,193.44142854460534,21826.907906208504,7.316506364318943,331.35870607807755,422.67214218590027,14.383747247924573,67.27461673202264,4.015222308725374,1
7.017744577585074,197.22746769925473,22243.985061447296,7.195855476313788,331.39244026653284,425.6665008109982,14.22314190529868,67.49011858091764,3.9590806230759905,1
7.09460726381433,195.58811723541248,22716.71044707003,7.291059031689157,333.88003497847797,434.43543453259696,14.35445538518308,66.91280736315403,4.040533541001235,1
7.173666757139174,197.5618590457182,21929.816624110965,6.972746337733247,334.6800133905939,424.05063912718407,14.626719124307334,64.91528019418877,3.9550840565488374,0
7.174754961240799,195.5238056814047,21031.575867222804,7.143270338987639,336.87464978919866,427.4909554408572,14.293661763597985,66.97140752051816,3.9529535266634115,0
7.106355154227168,195.74470101383113,22464.394678241864,7.182940646323173,328.6131712282698,428.98933378796227,14.527464992008342,68.01966154731336,3.9697551490887553,1
6.975209628662418,195.74315527265057,21090.753191028598,7.134043709865093,338.0785618037564,431.07252057065057,14.664329666491787,66.24151762013052,3.952930116143137,0
7.022643406059579,195.48535154177523,22033.243839435545,7.157211803018643,332.9198584873015,422.5560353547973,14.397201036299467,66.1246724790271,3.993630136210364,1
6.599593818953803,198.323260816452,21078.887166441476,6.23423148205243,331.49563679988063,447.9877914293426,12.93630432875392,59.833619304688185,4.702310752770497,0
6.9800930396419805,193.2728098633363,22554.492354418384,7.148316498569429,331.2331641608697,414.35906057080706,14.06187532463095,66.06356914559707,3.9532390108621764,1
7.169079849949065,198.92939015569917,22498.872664466195,7.326281504308927,339.0636673537536,423.84065765777393,14.535922118278185,67.47021948327891,3.9541109591326853,1
7.155916788743052,198.48115626612636,22251.489938072595,7.049415636982348,333.906660255799,423.32914337579365,14.192199620205454,66.80169824861912,4.052281803586502,1
4.739548767002988,162.24688566600025,27215.90274170991,2.862535374452988,372.8150748102446,437.21759018140494,15.13047648872248,65.0912914244809,2.942348225414489,1
7.262358076803122,197.315636880892,21523.07825904676,7.227958808401204,334.67743962858117,427.93713668462544,14.172943841640773,65.95598804401625,4.015152258879548,0
7.11849481393921,198.01859385471576,20643.15720193458,7.058450463260786,333.534048454458,424.6544679055925,14.305107520228635,66.52428219733667,3.966167801754017,0
6.999910707833866,194.67874552425315,21279.72165755674,7.076500363948145,334.9816691300381,428.8904631433758,14.287882433854072,67.18614514304441,3.932673336815469,0
7.15420815086125,195.1467140284711,22214.103198227927,7.103360129326827,331.9487351667115,424.13110009878596,14.50850787109673,67.99977565581688,4.041503172436225,1
7.099067272015541,197.3230491459951,21164.287624445198,7.090548484384331,335.60760984119537,421.3313097875707,14.114868617851075,65.99489178891038,3.92965622261307,0
6.937278615829283,194.34096326060276,21214.651426396544,7.257166629028682,335.7025086471653,430.9385069779741,14.503481696992523,67.42416489306109,4.0073507464804745,0
5.613562647017462,204.5693658042977,16615.908152421656,5.618949090806702,316.0998242171189,341.5236715512083,15.1739562558098,73.45016449811061,3.465088675725583,0
7.028206526124142,194.8637012300814,21730.995808450283,7.179284493024247,334.1756286059672,432.95736567761253,14.301103921425742,67.34375199991102,3.9342843209357192,0
7.079630191685686,195.30060584465502,22196.531677358562,7.195828967425877,334.2210847490313,427.4137040163845,14.266354840968544,66.33356203179673,4.070194942209633,1
6.993276511624236,196.61294526447637,21634.74962775405,7.00646542690392,335.0559347638616,430.1458666784823,14.438123072868159,65.79628228886169,3.901762962070617,0
0.9899122128791388,133.21694156018071,16922.853898585203,9.29328864439756,444.3757306927798,322.29119123589123,10.430076340816356,43.57846551188423,5.160603788160604,1
7.098566377509541,192.94896753659353,21932.199578560936,7.0491695302923585,335.2405697812395,427.0114943063084,14.111062280953332,66.65008445243905,3.954129855545851,1
7.150046115062049,238.7982302205697,14708.47418515277,8.606774254853429,450.9144544082035,365.7391216578084,14.966532191622091,53.14497859329936,2.633890804064505,1
